0,1,2,3,4,5
-1.4580368045589598,5.256936598807753,3.4587531453933895,9.361210788635303,5.037524681988227,-9.779128629865017
2.962340960018139,-1.907337993553289,9.543549934453988,-7.422507122564459,5.095002080568974,-1.442238193477137
3.8666169927918332,7.106065179084751,4.899306337725995,1.920764861978977,-7.1175080857343875,-8.526283754247856
4.246297265242081,7.454989280463773,5.487538625334377,2.5928712332241837,-5.6870122544888835,-7.5046104501507855
-4.086353815734754,-5.345753782792396,-4.737861391349169,9.938063476941432,1.652104359967318,-1.8298083163963346
-1.8145770547759703,5.417757623843452,6.633587396497428,8.145413736956426,5.320917293936593,-10.530864954659869
-3.2133514621772044,4.887124179404132,3.696757676018942,7.913137987221189,6.299583107744213,-8.700808756201308
3.5832108253805264,-3.7652073668131276,8.786918254796563,-6.835596699969393,2.6177642233758434,1.8994223422310041
-5.2840689992347105,-5.3638134882002495,-3.390758342091653,7.61282547925909,3.7145183457237656,-1.8299693046866534
4.352996502486624,-0.9218485905203584,6.030581060642707,-7.182019988723682,2.226477800329988,1.036003861052603
3.647502189058833,7.730186196965602,5.302113367146577,2.716445534673285,-7.082827748938956,-8.311446724066691
-2.9054800848261038,4.715070561783764,2.903159055570171,8.949685393642861,4.125370640193001,-9.022867572526744
2.173180074678485,-4.460120473822143,5.287459954952545,4.41605843718861,7.848958894488561,2.987657381120923
3.3837872050303823,-2.018609108898492,8.056502225388396,-5.101390386619012,1.8899331683770275,1.4807444990055165
-3.358722221306975,4.506006936802149,3.0070844168285507,8.151747173460416,4.497334159902445,-10.806216732407405
1.552201093715747,-4.560440835095398,5.327920638002525,4.884856895092238,8.42875795909273,3.4590562826550406
-2.5224966065174628,5.296124592744205,4.053688940868807,7.5840032992672475,4.241121848288208,-9.593573550040933
4.168673913883117,-2.682366425182697,8.964266429689857,-7.477131404179193,2.5600715532528833,3.5177256429751895
-2.77348191040428,4.352617623424408,3.5031595513206577,6.364443124936514,4.898718945104857,-8.881854180471944
-2.8904298094144387,4.45044673908258,4.8979176666338455,7.928294192869632,4.443486404700667,-8.820209529129286
4.314701558897875,8.33697833629785,5.2819801002160025,2.6201318845377086,-6.695205725822006,-7.468388021411156
-5.88526826551108,-5.142661638268735,-5.221695346504711,7.747105518721296,4.243470693794377,-2.1098513401704024
1.6852837819111466,-3.710308418738047,6.725355231023878,4.112487056402795,8.107667768072853,2.3163416996437958
4.865751527340317,7.621584481632742,5.824254981732838,2.9567660725546334,-6.4278299351548736,-7.276607882476339
-3.0307841547039462,-6.514784348158534,-4.827606577001104,7.9783524223492455,3.004611930218386,-1.069920477726797
4.998544639137544,7.711836128139627,5.284592936495803,2.502118144524725,-6.809179726804443,-8.383049127966142
-2.402558043090336,3.9668982980531253,4.413917241286118,8.521006265991879,3.7872835523489115,-9.863259961765952
-6.046949125593367,-7.55580062517386,-3.6979391242648254,11.173988390755106,1.793506719511126,-1.5867717375487005
5.189512338965473,8.264887899981824,5.115969061894831,2.928824513034139,-6.165215730587631,-7.865168866894008
2.509526150102127,-4.747896179109438,6.000314762156802,3.4421659789099204,8.029657181600863,1.6923550600051593
-4.562096243809299,-4.825537930815705,-4.657806933003164,9.26742094873733,4.294055545005998,-0.8048703916878222
-0.9311644043181988,4.544059939186421,4.0834923351586605,8.814078653538202,4.196807791197881,-9.95128371828287
4.5451570939992845,7.647869663943072,5.593156835054929,3.304389609044264,-5.969816563697113,-6.924803048757473
-4.128282051734096,-6.342830542705798,-4.551005323746041,8.327668743504464,2.8386040685569647,-1.8816875915137583
-1.0102644415502031,4.786613160820109,3.8308830659288726,7.457743414649082,5.460281676009926,-8.301855390106567
-4.019313485356268,5.649264022279995,3.3823022578680586,7.9339554979895075,2.7424696489705718,-8.560135054780812
-3.759651327350078,-5.6896881254572325,-3.8662419981198384,11.175332146664063,3.9196669101195627,-1.3419355970286022
4.118653872178991,-2.8766999581204615,7.83426852887239,-4.176568838271388,1.6439283711775798,0.8599005579002938
4.179993326501752,8.075482887604142,5.4813241885278075,3.247705796407492,-6.132532032519898,-7.295913628265931
0.43602351769033976,-4.457442532151525,5.748937847110291,3.9657026865105784,9.223776828289676,2.9513721379584457
3.663277806806098,7.041127304656179,5.331659965487585,2.6857300724746738,-6.454029374278928,-7.14207081548144
2.8251778186364866,-4.136913780451739,6.198729207917717,4.315860495703535,7.715986483662379,1.1315239488442863
