,x1,x2,y
0,-0.9495753614675129,-0.1281303519112823,0
1,0.053908325955364864,-0.4264656156504658,1
2,0.9321497299351998,0.1808121482193767,0
3,0.3691457115393856,0.21981787908007194,1
4,-0.5675021831562402,-0.01327842561200405,1
5,0.3806921012066264,-0.20613977526690297,1
6,-0.4086792477484933,0.732259917307283,0
7,-0.46822572652950334,0.03844641151942321,1
8,0.4175112457893839,0.289719483796119,1
9,0.32067540063426286,-0.2557762517026989,1
10,0.3657979147283673,0.2858502813140674,1
11,0.3020721370839121,-0.5472525843567386,1
12,-0.3723631677690925,-0.27454089215920274,1
13,0.12157863347348248,1.150577452294528,0
14,0.4928704315869703,0.8082293038866134,0
15,-0.8160727172933097,-0.5273692815808358,0
16,-0.8825615861365929,0.4501162819898735,0
17,-0.901362739603794,0.06675094609836871,0
18,-0.44207091075532157,-0.8697887346805193,0
19,0.6331866662071113,0.8650562027454914,0
20,0.7473881870156394,-0.6765235446959886,0
21,0.09203415983883526,0.4991894482855629,1
22,0.8307604716372184,0.5553639605372704,0
23,-0.4622606990679229,0.24621132775277788,1
24,0.912098589141901,-0.715484150995054,0
25,1.052355137643124,-0.39770102840135696,0
26,0.6219471271050079,0.6636342441922262,0
27,0.5565145783402473,-0.2369724398744501,1
28,-0.16628931359776908,-0.1988990896090938,1
29,-0.3669195586016732,0.0674030103680928,1
30,0.24632877982606596,0.459648210990106,1
31,-0.5009148330716319,-0.492970508146261,1
32,0.16348156987760443,-0.4640428701931246,1
33,-0.37729351311631437,0.41513382522408654,1
34,0.5182833408311098,0.1061849135382896,1
35,-0.9731579710385933,-0.24370004574109524,0
36,-0.7309770352957252,0.7992520079625514,0
37,0.40052704042210774,0.38308836489400416,1
38,-0.22546682736681475,0.643496935215945,1
39,-0.47677126433628547,0.020580134739923234,1
40,1.1661400474082715,0.08892455598615633,0
41,0.22808609925135548,0.4093215292314752,1
42,0.544097788558788,-0.9734337710367127,0
43,0.35966886838348766,-1.0228461540286111,0
44,0.8960709438584779,0.5231436717659711,0
45,-0.18928479631067147,1.1393919020866845,0
46,-0.4644044129410294,1.0727612609490493,0
47,0.4654272523478097,-0.8899461453085827,0
48,-0.02494581264988005,-1.1601354780753923,0
49,0.7508496946662087,0.5340018569826408,0
50,0.057287278013005566,-0.45786001061113524,1
51,0.03176176669073169,0.38929600445822576,1
52,0.9071840815429787,0.14907219169590233,0
53,-0.4062293580375394,-0.9519874858208024,0
54,-0.7485410207351051,-0.5975383005646201,0
55,0.5651209345842353,-0.11304964495022288,1
56,0.10964664900951272,1.0938810961409966,0
57,-0.17507169272015508,-1.1277998814340684,0
58,-0.9261419152457996,0.3576207916753162,0
59,0.4458730124645033,0.18756508499847296,1
60,0.25405140428696515,1.0031690902460473,0
61,-0.7181336725450936,-0.6583802582399493,0
62,-0.3043651787924223,0.5382373047684854,1
63,0.32814542387196405,0.2366662355231157,1
64,-0.6282117661462618,-0.3546347567539715,1
65,-0.3307123856913665,-0.5043905800645916,1
66,-0.5326257672793525,-0.7455174886938856,0
67,-0.2081991996305936,-0.5556378299061007,1
68,-0.1470627464302292,0.9138813255270881,0
69,0.21992287591356824,-0.6916992844606896,1
70,-0.7621716670679821,0.6549370656383341,0
71,-1.098142755700255,-0.500103962001931,0
72,1.0313455068800654,-0.10116975290880968,0
73,0.47528183417196124,-0.26701939500600513,1
74,0.5335675197058953,-0.11533366448404646,1
75,-0.4642410675945101,0.26226973152486827,1
76,-0.7883094369694865,0.6401315550114014,0
77,0.294544831577447,-0.2509029722226538,1
78,-0.532166721387989,0.19739472609211708,1
79,-0.4416019785305924,-0.12562988275510092,1
80,-1.0352248305922689,0.08194666083729003,0
81,-0.010591746568773465,-0.8783007419424744,0
82,-0.4027329350521529,-0.27310736112736184,1
83,0.9116951811913853,-0.3769951403599339,0
84,0.1449916912256501,-1.333764062638882,0
85,-0.28882417021792883,0.6180788708088515,1
86,0.2907715985917887,0.3963975868123299,1
87,0.06782759114826066,0.86000564092328,0
88,0.00522805306542197,-0.5169513335024624,1
89,-0.4737855548449806,0.4076753127092817,1
90,-0.04831098487884816,-0.575404731436886,1
91,-0.2371886248465072,-1.0185763621150603,0
92,-0.8499106491482844,0.41878948319281395,0
93,-0.31513923790697007,-0.5735000664760168,1
94,0.5365417593725658,0.9224509276976323,0
95,0.34411798580039443,-0.14791740421153812,1
96,-0.37419288956755137,0.3335233359542924,1
97,0.09844403824325501,0.44516557299477133,1
98,0.8208730423645397,-0.26971282337440156,0
99,0.6130479949441281,-0.728200815192963,0
